T,S
142,0
50,0
28,0
113,0
115,0
21,0
112,0
6,0
4,0
38,0
4,0
99,0
70,0
4,1
26,0
104,0
12,0
97,1
23,0
178,0
415,0
114,0
2,0
252,0
73,1
14,0
28,0
63,0
23,1
32,1
44,0
9,0
15,0
22,0
53,0
2,0
19,0
62,0
154,0
14,0
52,0
236,0
11,0
2,1
17,0
4,0
5,0
138,0
189,1
14,0
62,0
48,0
3,0
213,0
47,0
27,0
176,0
16,0
3,0
10,1
244,0
1,1
89,0
88,0
42,0
3,0
21,1
166,1
2,0
52,0
6,0
14,0
37,0
98,0
18,0
79,1
7,0
4,0
88,0
372,0
1,1
97,1
246,0
6,0
184,0
2,0
285,0
14,0
2,0
11,0
32,1
29,0
21,0
19,0
2,0
13,0
72,0
53,0
3,0
413,0
6,0
99,0
13,0
159,0
14,0
50,0
457,0
13,1
184,0
1,0
2,0
5,0
63,0
18,0
40,0
52,0
3,0
12,0
284,0
83,0
366,0
222,0
3,0
4,1
194,0
2,0
4,0
190,0
21,0
7,0
14,0
4,0
13,0
2,0
1,0
17,0
80,0
537,0
6,0
119,0
227,0
2,1
15,0
88,0
2,1
281,0
41,0
204,0
85,0
20,0
5,1
35,0
167,0
5,1
7,0
3,0
1,0
10,0
31,0
62,0
3,0
3,0
124,0
46,0
36,0
116,1
5,0
15,0
136,0
2,0
4,0
99,0
207,0
41,0
4,1
2,1
94,0
31,0
177,0
3,0
4,0
264,0
5,0
49,0
157,0
21,0
67,0
14,0
68,0
4,1
12,0
5,0
126,0
5,0
1,0
1,0
147,0
488,0
8,0
11,1
7,0
14,0
81,0
1,0
168,0
2,0
8,1
2,0
108,0
2,0
308,0
20,0
1,1
20,1
17,0
12,0
142,0
124,0
14,0
6,0
3,0
156,0
5,0
390,1
357,0
53,1
6,0
54,0
51,0
3,1
3,1
2,0
227,0
1,0
308,0
162,0
4,0
8,0
100,0
19,0
286,0
46,0
14,1
43,0
5,0
353,0
296,0
41,0
4,0
66,0
5,0
2,1
280,0
407,0
27,0
5,0
5,0
29,0
4,0
3,1
1,1
9,0
13,0
5,0
103,0
14,0
45,0
3,0
71,1
85,0
73,0
228,0
4,1
36,1
146,0
40,0
3,0
31,0
11,1
4,0
1,1
3,0
10,0
60,1
47,0
7,0
4,0
316,0
18,0
17,0
31,0
98,0
4,0
49,0
235,0
106,1
135,1
16,0
173,0
642,0
6,0
133,0
2,0
2,0
2,0
20,0
4,0
22,0
19,0
2,1
22,0
79,0
24,0
3,0
17,0
18,0
7,1
4,0
35,0
5,0
8,0
14,0
340,0
98,1
10,0
47,0
84,0
2,0
82,0
10,0
75,0
7,0
5,0
4,1
4,0
247,0
20,0
121,0
43,0
76,0
14,0
2,0
7,0
153,0
3,1
23,0
11,0
15,0
3,0
3,0
2,0
2,0
125,0
2,0
7,0
75,0
96,0
46,0
127,0
7,0
2,0
3,0
50,0
61,0
4,0
71,0
163,0
23,0
44,0
5,1
51,0
58,0
2,0
105,0
52,0
82,0
149,0
52,0
8,0
24,0
18,0
8,0
223,0
213,0
2,1
79,0
3,0
99,0
10,0
12,0
231,0
7,1
7,0
8,0
4,0
4,0
46,0
25,0
20,0
85,0
15,0
47,0
14,0
24,0
10,0
4,0
8,0
76,0
20,0
4,0
7,0
4,0
165,0
145,0
7,0
47,0
19,0
40,0
3,0
9,0
7,0
5,1
11,0
41,0
151,0
336,0
66,0
9,1
146,0
10,0
221,0
14,0
38,0
219,0
1,0
86,0
15,0
11,0
117,0
4,0
3,1
12,0
45,0
125,0
36,0
9,0
1,1
8,1
4,1
46,0
6,0
8,0
6,0
2,0
52,0
11,0
2,1
112,0
155,0
4,0
6,0
2,0
53,0
16,0
3,0
13,0
39,0
91,0
118,0
2,0
79,0
38,0
3,0
7,0
4,0
4,0
16,0
23,0
38,0
28,0
214,0
37,0
443,0
121,0
115,0
266,0
115,0
4,0
40,0
53,0
501,0
10,0
3,0
5,0
4,0
2,0
6,0
7,0
222,0
32,0
4,0
276,0
42,0
34,0
79,0
9,0
54,0
29,0
3,1
4,0
134,0
18,0
33,0
193,0
81,1
4,0
2,0
86,0
138,0
135,0
4,0
155,0
6,0
43,0
3,0
4,0
5,1
43,1
16,0
140,0
2,1
14,0
18,1
63,0
3,0
28,0
4,0
108,0
7,0
2,0
4,0
3,0
104,1
30,0
41,0
79,0
56,1
63,0
27,0
5,1
173,0
52,0
4,1
38,0
12,1
73,0
4,0
146,0
32,0
6,0
2,0
6,0
17,0
4,1
152,0
193,0
9,0
4,0
17,0
322,0
182,0
5,0
12,0
131,0
4,0
2,0
17,0
192,0
6,0
80,0
24,0
7,0
172,0
2,1
28,0
10,0
3,0
8,0
9,0
376,0
301,0
17,0
9,0
4,0
2,1
1,1
71,0
20,0
3,1
4,0
124,0
11,0
85,0
255,0
23,0
1,1
4,0
26,0
245,0
5,0
65,0
180,0
102,0
7,0
5,0
10,0
3,0
34,0
2,0
2,0
8,0
1,0
46,0
12,0
84,0
25,1
31,0
149,0
83,0
1,0
131,0
6,0
102,0
38,0
11,0
37,0
81,0
174,0
6,0
2,0
67,0
7,1
7,0
441,0
108,0
3,0
4,0
4,1
66,0
4,0
56,0
79,0
324,0
17,0
14,0
10,0
5,1
141,0
95,0
14,0
7,1
45,0
154,0
203,0
59,0
85,0
76,1
3,0
93,0
16,0
2,1
18,0
10,0
37,0
5,1
222,0
48,0
189,0
3,0
314,0
99,0
2,0
35,0
31,0
2,0
21,0
220,0
48,0
1,1
11,0
5,0
3,0
2,0
29,0
236,0
5,0
60,0
30,0
12,1
462,0
42,0
7,1
6,0
3,1
9,0
9,0
13,0
10,0
59,0
381,0
1,0
20,0
202,0
3,0
12,0
48,0
69,0
147,0
54,0
18,0
10,0
14,0
300,0
37,0
427,0
10,0
7,1
14,0
237,0
114,0
327,0
88,0
2,0
2,0
6,0
5,0
81,0
5,0
4,1
4,0
50,0
9,0
4,1
1,0
25,0
10,0
373,0
8,0
144,0
236,0
376,0
66,0
122,0
83,0
2,1
144,0
50,0
129,0
21,0
4,0
33,0
104,0
43,0
33,0
64,0
53,0
13,0
10,0
16,0
55,0
18,0
26,0
26,0
23,0
14,0
2,0
2,1
156,0
199,0
3,0
7,1
2,0
120,0
18,0
507,0
31,0
35,0
12,0
73,0
306,0
2,0
20,0
153,0
44,0
2,0
17,1
22,0
210,0
118,0
3,0
9,0
10,0
16,0
11,0
55,0
18,0
65,0
32,0
5,0
213,0
1,1
144,0
640,0
4,0
2,1
8,0
16,0
162,0
6,0
14,0
242,0
158,0
88,0
94,0
21,0
5,0
24,0
8,0
116,0
4,0
5,0
20,0
1,0
157,0
56,1
4,0
3,1
17,0
173,1
163,0
305,0
183,0
30,0
243,0
245,0
10,0
262,0
42,0
342,0
3,0
32,0
42,0
74,0
6,0
533,0
25,0
2,0
13,0
10,0
47,0
20,0
42,0
4,0
75,0
2,0
3,0
93,0
15,0
2,0
50,0
2,1
3,1
4,1
2,0
10,1
193,0
39,1
7,0
7,0
24,0
71,0
18,0
5,0
8,0
71,0
4,1
241,0
6,1
90,0
170,0
73,0
64,0
214,0
3,1
8,0
11,0
69,0
4,0
6,1
6,0
21,0
119,0
11,0
158,0
70,0
17,0
216,0
157,0
383,0
59,0
107,0
13,0
9,0
178,0
4,0
29,0
233,0
4,0
4,0
58,0
46,0
12,0
4,0
2,0
5,0
4,1
4,0
8,0
244,1
75,0
93,0
71,0
15,0
200,1
4,0
5,0
11,0
100,0
220,0
14,1
204,0
98,1
2,0
39,0
16,0
2,0
68,0
16,0
3,0
21,0
3,0
271,0
40,0
312,0
38,0
7,0
2,1
9,0
5,0
5,0
62,0
10,0
43,0
8,0
7,0
17,1
46,0
16,0
11,0
3,1
6,0
17,0
14,0
159,0
14,0
8,1
11,0
158,0
2,0
3,0
63,0
6,0
58,0
6,0
99,0
142,0
2,0
25,0
9,0
13,0
8,0
22,0
33,0
2,0
178,0
97,0
25,0
35,0
30,0
5,0
10,0
5,0
4,1
2,0
4,1
20,0
5,0
2,0
6,0
94,0
8,1
9,1
306,0
20,0
9,0
5,0
68,0
4,0
110,0
78,0
43,0
20,0
185,0
37,0
166,0
58,0
2,1
5,0
4,1
4,1
21,0
6,0
2,0
38,0
57,0
91,0
8,0
8,0
316,0
45,0
8,0
8,0
23,0
24,0
63,0
1,1
72,0
52,0
7,0
371,0
55,0
3,0
3,0
156,0
2,0
38,0
62,0
14,0
73,0
42,0
17,0
6,0
5,0
35,0
42,0
10,0
218,0
151,0
10,0
10,0
8,1
77,0
6,0
42,0
3,0
124,0
21,0
38,0
2,0
29,0
105,0
8,0
7,0
6,1
10,0
15,0
8,0
12,0
17,0
2,0
2,1
488,0
49,0
8,0
56,0
388,0
14,0
97,0
3,0
30,0
4,0
37,0
75,0
143,0
264,0
9,0
7,0
45,0
64,0
3,0
3,1
133,0
3,0
282,0
13,1
15,0
68,0
8,0
34,0
45,0
299,0
14,0
38,0
2,0
5,0
4,0
73,0
6,0
3,0
92,0
43,0
27,0
19,0
39,0
382,0
56,0
111,0
8,1
17,0
2,0
4,0
198,0
285,0
67,0
3,0
410,0
81,0
23,0
8,0
22,0
188,0
4,0
131,0
2,0
3,0
26,0
21,0
10,0
14,0
13,0
8,0
16,0
149,0
20,0
2,1
174,0
92,0
47,0
63,0
5,0
12,0
294,0
10,0
5,1
32,0
120,0
9,0
41,0
16,1
285,0
5,0
2,0
79,0
203,0
3,0
8,0
2,0
2,1
46,0
282,0
3,0
6,0
121,0
273,0
21,0
2,0
2,0
146,0
2,0
24,0
8,1
1,1
4,0
3,0
107,0
94,0
134,0
67,0
6,0
8,0
4,0
127,1
4,0
7,0
3,0
17,0
15,0
81,0
61,0
33,0
17,0
36,0
2,0
3,0
48,0
6,0
343,0
12,0
1,1
19,0
525,0
3,0
9,0
5,1
59,0
34,0
66,0
4,0
607,0
9,0
5,1
6,0
158,0
91,0
1,0
11,0
12,0
399,0
16,0
8,0
8,1
49,0
5,0
39,0
212,0
1,1
8,1
54,1
362,0
230,0
2,0
79,0
89,0
12,0
4,0
122,0
22,0
200,0
99,0
2,0
4,0
38,0
133,0
86,0
6,1
239,0
167,0
69,0
25,0
8,0
16,0
18,0
106,0
58,0
4,1
2,1
230,0
12,0
37,0
45,0
2,0
5,1
14,0
10,0
3,0
172,0
113,0
6,1
5,0
43,0
425,0
11,0
17,0
15,0
7,0
120,0
3,0
6,0
344,0
5,0
59,0
7,1
9,0
225,0
450,0
1813,0
4,0
67,0
145,0
127,0
12,0
7,0
367,0
14,0
51,0
6,0
4,1
8,0
116,0
11,0
6,0
3,0
13,1
7,0
217,0
7,0
2,0
222,0
28,0
13,0
20,0
1,0
43,0
9,0
182,0
58,0
5,1
139,0
95,0
5,0
3,1
3,0
233,0
10,1
47,0
4,0
15,0
28,0
238,0
79,0
176,1
28,0
148,0
8,0
206,0
2,0
2,0
66,0
4,0
33,0
40,0
38,1
4,0
6,0
77,0
7,0
4,0
8,0
27,0
7,0
7,0
61,0
6,0
6,0
49,0
3,0
112,0
23,0
45,0
10,0
2,1
2,0
206,0
3,1
3,0
554,0
14,0
5,0
43,0
22,0
12,1
186,0
60,0
70,0
357,0
77,0
34,1
17,0
5,0
3,1
6,1
2,0
315,0
3,0
8,0
7,0
46,0
16,0
2,0
24,0
24,0
14,0
9,0
49,0
7,1
2,0
50,0
110,0
23,0
2,0
3,0
9,0
10,1
12,0
10,0
176,0
4,0
179,0
220,0
6,0
37,0
69,0
12,0
6,0
169,1
106,0
13,0
23,0
191,0
235,0
5,0
360,0
8,1
71,0
28,0
125,0
221,0
3,0
2,1
90,0
9,0
32,0
41,0
10,0
33,0
19,0
209,0
5,0
93,0
19,0
187,0
30,0
7,0
20,0
237,0
65,0
344,0
7,0
70,0
30,0
32,0
1,0
8,0
8,0
75,0
16,0
213,0
27,0
2,0
50,0
4,0
596,0
83,0
290,0
14,0
3,0
8,0
8,0
2,1
3,0
1,0
129,1
12,0
37,0
586,0
9,0
75,0
281,0
14,0
207,0
56,0
5,1
27,0
20,1
60,0
48,1
37,0
140,0
152,0
2,0
4,0
18,0
4,0
16,0
11,0
240,0
2,0
8,0
4,0
2,0
10,0
4,0
103,0
2,0
6,0
88,0
136,0
4,0
234,0
158,0
7,0
13,0
53,0
2,0
4,0
4,0
4,0
31,0
2,0
51,0
26,0
8,0
86,0
58,0
20,0
3,0
227,0
4,0
10,0
182,0
6,1
8,1
4,0
4,0
4,0
255,0
30,0
2,0
192,0
14,0
35,0
10,0
71,0
3,1
3,0
72,0
85,0
11,0
76,0
9,1
28,0
82,0
93,0
9,0
19,0
15,0
196,0
324,0
147,0
8,0
133,0
36,0
12,0
221,0
304,0
152,0
124,0
30,0
144,0
44,0
29,0
194,0
12,0
95,0
49,0
305,0
2,0
78,0
230,0
2,0
117,0
21,0
24,0
23,0
122,0
8,0
48,0
78,0
18,0
2,0
9,0
60,0
30,0
12,0
98,0
13,0
69,0
10,0
4,0
4,0
320,0
137,0
140,0
98,0
3,0
8,1
14,0
44,0
3,0
127,0
3,1
14,0
63,0
142,0
5,0
27,0
7,0
270,0
6,0
6,0
352,0
220,0
281,0
8,0
67,0
8,1
37,0
48,0
10,0
9,0
33,0
137,0
105,0
12,0
4,0
7,0
29,0
27,0
95,0
136,0
146,0
36,0
29,0
73,0
9,0
13,0
109,0
46,0
45,0
2,1
222,0
2,0
15,0
64,0
68,0
145,0
34,0
173,0
256,0
85,0
44,0
176,0
3,0
14,0
4,0
1,0
10,0
4,0
4,1
4,1
45,0
6,1
3,1
72,0
70,0
16,0
2,0
19,0
16,0
47,0
228,0
15,0
2,0
3,0
3,0
50,0
26,0
97,0
2,1
61,0
61,0
147,0
129,0
252,0
25,0
5,0
31,1
73,0
10,0
21,0
26,0
2,0
4,0
3,1
5,1
22,0
8,1
2,0
197,0
13,0
1,0
230,0
30,0
92,0
84,0
28,0
79,0
4,1
10,0
5,1
67,0
48,0
1,0
2,1
4,0
20,0
5,0
97,0
12,0
2,0
57,0
4,0
557,0
40,1
95,0
11,0
54,1
10,0
6,0
42,0
21,0
127,0
2,0
37,0
54,0
4,0
40,0
22,0
79,0
62,0
4,0
106,0
6,0
15,1
16,0
50,0
21,0
3,0
3,0
40,0
4,0
20,0
24,0
2,1
28,0
36,0
3,0
145,0
259,0
130,0
56,0
22,0
67,0
2,0
36,0
87,0
69,0
30,0
4,0
149,0
4,0
23,0
76,0
19,0
49,0
160,0
2,0
5,0
315,0
254,0
45,0
15,0
170,0
77,0
6,1
11,0
71,0
554,0
94,1
335,0
11,0
87,0
192,0
2,1
21,0
8,0
75,0
2,0
109,0
66,0
18,0
36,0
10,0
71,0
10,0
25,0
2,1
19,0
231,0
120,0
4,1
312,0
16,0
1,0
101,0
43,0
73,0
35,0
3,0
113,0
36,0
9,0
11,0
1,1
4,1
9,0
110,0
41,0
200,0
2,0
7,1
64,0
11,0
5,0
445,0
39,0
3,1
17,0
281,0
10,0
4,0
5,1
15,0
122,0
28,0
108,0
4,1
17,0
12,1
157,0
20,0
16,0
26,0
164,0
94,0
296,0
8,0
840,0
99,0
86,0
5,0
17,0
12,0
3,0
6,1
7,0
50,0
7,0
233,0
5,1
2,0
6,0
256,0
25,1
30,0
12,0
71,0
4,0
66,0
68,0
238,1
7,1
4,0
5,0
190,0
6,0
4,0
122,0
50,0
17,0
3,0
3,0
73,0
2,0
128,0
112,0
3,0
117,0
62,0
455,1
12,1
3,0
12,0
135,0
273,0
199,0
51,0
27,0
3,0
26,0
82,0
11,1
251,0
60,0
9,0
154,0
2,0
385,0
39,0
8,1
4,0
27,0
2,0
2,0
2,0
10,0
225,0
20,0
5,0
1,1
35,1
14,1
1,0
23,0
8,0
45,0
201,0
515,0
64,0
351,0
201,0
34,0
91,0
38,0
2,1
24,0
12,0
101,0
8,0
38,0
2,0
104,0
75,0
87,0
8,0
5,0
219,0
6,1
8,0
60,0
697,0
15,0
79,0
52,0
143,1
19,0
59,0
20,0
10,0
3,0
55,0
4,0
6,1
8,0
47,0
488,0
2,0
13,0
11,0
113,0
45,0
155,0
6,0
23,0
63,0
5,0
3,0
39,0
14,0
2,0
4,0
9,0
3,0
28,0
194,0
4,0
10,1
231,0
10,0
106,0
25,0
18,0
5,0
9,0
13,0
277,0
295,0
9,0
16,0
7,1
21,0
131,0
12,0
44,0
69,0
424,0
35,0
49,0
17,1
14,0
220,0
6,1
2,0
65,0
2,0
2,0
30,0
56,0
343,0
15,0
98,0
262,0
50,0
116,0
136,0
77,0
276,0
5,1
184,0
91,1
4,0
139,0
14,0
4,0
7,0
22,0
4,0
2,0
59,0
96,0
1,0
44,1
70,0
100,0
9,0
2,1
625,0
2,0
21,0
68,0
1,0
2,0
8,0
18,0
4,0
234,0
20,0
2,1
9,0
3,0
2,0
7,0
273,0
2,0
17,0
8,0
22,0
118,0
2,0
8,1
7,0
3,0
2,0
27,0
2,0
8,1
4,0
48,0
3,0
10,1
5,0
47,0
109,0
31,0
3,0
1,0
1,0
75,0
2,1
103,0
213,0
27,0
68,0
58,0
6,0
142,0
120,0
5,1
20,0
136,0
12,0
15,0
6,1
67,0
2,1
83,0
161,0
6,1
20,0
77,0
164,0
250,0
127,0
1,0
91,0
8,0
3,0
3,1
2,0
399,0
16,0
21,1
2,0
4,0
4,0
3,0
98,0
4,0
2,1
127,0
4,0
24,0
45,0
8,0
23,0
64,0
6,0
111,0
7,0
81,0
4,0
4,0
21,0
43,0
5,0
111,1
43,0
7,1
134,0
6,0
37,0
191,0
104,0
6,0
92,0
15,0
106,0
165,0
27,0
6,0
90,0
3,0
18,0
10,0
119,0
3,0
33,0
4,0
4,0
39,0
9,0
5,0
32,0
1,0
51,0
113,0
134,0
339,0
86,0
4,0
80,0
4,0
2,0
12,0
5,1
37,0
599,0
2,0
3,0
100,0
62,0
21,0
13,0
4,0
18,0
40,0
44,0
122,0
2,1
208,0
140,0
129,0
31,0
73,0
91,0
77,0
4,1
116,0
114,0
3,0
43,0
93,0
296,0
2,1
1,1
6,0
175,0
48,0
10,1
15,0
502,0
83,0
5,0
254,0
3,0
3,1
9,0
157,0
5,0
24,0
2,1
186,0
84,0
131,0
24,0
142,0
50,0
16,0
12,0
48,0
30,0
17,0
35,0
35,0
16,0
4,0
153,0
24,0
4,0
6,1
7,0
12,0
7,0
6,0
18,0
9,1
22,0
46,0
116,0
5,0
50,0
5,0
22,0
182,0
86,0
3,0
2,0
3,0
269,0
128,0
76,0
79,0
21,0
82,0
235,0
4,1
4,0
6,0
567,0
12,0
3,0
9,0
52,0
227,0
237,0
7,0
124,0
2,0
5,0
3,0
129,0
12,0
10,1
35,0
5,0
61,0
77,0
331,0
291,0
156,0
9,0
82,0
63,0
77,1
8,0
25,0
2,0
17,0
53,1
2,0
4,0
56,1
13,0
81,0
31,0
3,0
96,0
48,0
31,0
11,0
5,0
1,0
91,0
8,1
20,0
12,1
63,0
13,0
8,0
9,0
19,0
153,0
29,0
74,0
6,0
158,0
4,0
33,0
20,0
6,0
4,0
58,0
38,0
60,1
8,0
99,0
62,0
7,0
1,1
35,0
2,0
3,0
16,1
210,0
4,0
162,0
8,0
269,0
66,0
12,0
199,0
76,0
35,0
37,0
329,0
19,0
12,0
157,1
9,0
49,0
1,0
5,0
11,0
58,0
6,0
6,1
3,0
8,0
4,0
83,0
7,1
43,0
7,0
282,0
210,0
313,0
66,1
2,0
74,0
94,1
3,0
45,0
14,0
18,0
4,0
15,0
4,0
4,0
5,0
16,0
58,0
21,0
40,0
111,0
5,0
39,1
213,0
7,1
70,0
6,0
40,0
3,0
44,1
54,0
24,0
143,0
2,0
196,0
108,1
5,0
155,0
2,1
31,0
5,0
4,0
4,0
87,0
6,0
15,0
7,0
39,0
74,0
3,0
541,0
8,0
23,0
48,0
50,0
8,1
334,0
30,0
141,0
121,0
519,0
100,0
16,0
65,0
100,0
12,0
169,0
4,1
8,1
348,0
220,0
9,0
53,0
7,0
4,0
5,0
127,0
5,0
147,0
8,0
4,0
5,0
16,0
70,0
21,0
4,0
25,0
6,0
81,0
76,0
3,0
401,0
25,0
123,0
5,0
4,0
145,0
2,0
100,1
37,0
170,0
5,1
4,1
23,0
4,0
6,0
645,0
22,0
66,0
15,0
19,0
13,0
5,0
10,0
3,0
6,0
56,0
3,0
2,1
4,0
34,0
119,0
16,0
6,0
18,0
30,0
83,0
283,0
13,0
34,0
84,1
25,0
23,0
34,0
3,0
83,0
43,0
4,0
97,0
149,0
21,0
7,0
55,0
250,0
15,1
2,0
2,0
16,1
4,1
123,0
28,0
1,1
215,0
68,0
150,0
165,0
42,0
43,0
9,0
187,0
20,0
4,0
39,0
164,0
2,0
14,0
43,0
34,0
8,0
19,0
2,0
3,0
50,0
14,0
185,0
29,0
53,0
94,0
8,0
32,0
8,0
29,0
174,0
9,0
20,0
11,0
171,0
8,0
306,0
29,0
260,0
144,0
259,1
359,0
4,0
28,0
4,0
145,0
52,0
117,0
92,0
51,0
204,0
27,0
7,0
7,0
42,0
52,0
14,0
56,0
207,0
18,0
4,1
58,0
6,0
4,0
51,0
52,0
161,0
64,0
215,0
203,0
101,0
21,0
3,0
48,0
30,0
16,0
13,0
34,0
21,0
338,0
101,0
2,0
4,0
2,0
9,0
4,0
2,0
16,0
169,0
16,1
4,0
34,0
21,0
83,0
314,0
2,1
259,0
51,0
60,0
71,0
4,1
296,0
2,0
32,0
72,0
5,0
30,0
114,0
3,1
123,0
12,0
96,0
11,0
38,0
5,0
620,0
245,0
137,0
315,0
4,0
375,1
134,0
140,0
2,1
309,0
7,1
4,0
4,0
2,0
27,0
292,0
106,0
92,0
44,0
28,0
2,0
56,0
156,0
92,0
658,0
17,0
3,0
99,0
1,1
69,0
46,0
4,0
5,0
42,0
3,0
4,0
467,0
37,0
3,1
11,0
258,0
11,0
2,0
3,0
114,0
21,0
19,1
13,0
4,0
100,0
236,0
45,0
11,0
297,0
383,0
14,0
45,0
2,0
2,0
3,0
4,0
176,0
14,0
191,0
16,0
4,0
12,0
28,0
26,0
6,0
179,0
71,0
4,0
21,0
124,0
74,0
86,0
725,0
2,0
104,0
8,1
4,0
30,0
96,0
70,0
6,0
3,0
3,0
35,0
4,0
8,0
69,0
2,0
118,0
56,0
6,1
9,0
3,0
1,0
111,0
32,0
3,0
179,0
68,0
9,0
59,0
31,0
33,0
5,0
3,0
8,0
31,0
445,0
8,0
31,0
2,0
63,0
3,0
9,0
8,0
6,0
10,1
16,0
19,0
4,0
8,0
7,1
3,0
9,0
40,0
12,0
15,0
52,0
80,1
1,1
28,0
16,0
66,0
570,0
13,0
20,0
6,0
2,1
35,0
106,0
2,1
102,0
49,0
280,0
106,0
115,0
380,0
14,0
118,0
29,0
117,0
8,0
159,0
235,0
48,0
65,0
206,0
106,0
30,0
43,0
17,0
47,0
22,0
21,0
337,0
72,0
69,0
226,0
2,0
118,0
56,0
11,1
2,1
14,0
5,0
38,0
496,0
8,0
224,0
5,0
3,0
29,0
166,0
14,1
2,0
106,0
3,0
2,0
38,0
6,0
13,0
129,0
3,0
8,0
181,0
3,0
17,0
305,0
100,0
6,0
55,0
59,0
126,1
3,0
3,0
10,0
13,0
7,0
9,0
10,0
5,0
4,0
96,0
57,0
125,0
5,0
93,0
2,0
34,0
55,0
12,0
4,0
258,0
2,1
35,0
2,0
2,0
20,0
59,0
9,0
4,0
45,0
8,1
64,0
36,0
8,0
8,0
7,0
209,0
104,0
11,0
3,0
2,0
74,0
7,1
4,0
75,0
23,0
4,1
31,0
3,0
19,0
11,0
2,0
41,0
16,0
66,0
4,0
127,0
4,1
6,1
13,0
72,0
84,0
194,0
76,0
14,0
18,1
41,0
49,0
19,1
73,0
18,0
272,0
78,0
27,0
4,0
42,0
5,0
16,0
7,0
60,0
36,0
68,0
14,0
6,1
6,1
14,0
23,0
50,0
69,0
8,0
195,0
23,0
33,0
32,0
8,0
4,1
126,0
71,0
82,0
5,1
133,0
93,0
49,0
4,1
73,1
3,0
4,1
57,0
246,0
2,0
35,0
118,0
163,0
28,0
25,0
6,0
420,0
23,0
36,0
12,0
4,0
65,0
57,1
14,0
548,0
116,0
7,0
143,0
12,0
94,0
111,0
3,0
396,0
90,0
69,0
6,0
2,0
191,0
2,0
11,1
145,0
79,0
122,0
4,0
2,0
3,0
31,0
12,0
155,0
12,0
10,0
24,0
15,0
280,0
43,0
2,0
40,0
8,0
3,0
213,0
48,0
6,0
9,0
4,0
57,0
174,0
4,0
1,0
46,0
11,0
110,0
13,0
3,0
8,0
200,0
4,0
73,0
10,0
93,0
8,0
7,0
304,0
4,0
4,0
6,0
27,0
106,0
2,0
40,0
29,0
53,0
148,0
36,0
16,0
5,0
14,0
23,0
14,0
13,1
178,0
2,0
10,0
33,0
3,0
93,0
220,0
8,0
5,0
5,1
6,0
277,0
5,1
41,0
7,0
38,0
5,0
6,0
40,0
308,0
15,0
176,0
428,0
2,1
12,1
6,0
6,0
3,0
4,0
10,1
65,1
8,0
136,0
262,0
55,0
46,0
54,0
647,0
9,0
252,1
3,0
879,0
34,0
23,0
9,0
2,0
8,0
43,0
5,1
2,0
71,0
47,0
107,0
3,1
3,0
134,0
4,0
10,0
10,0
54,0
38,0
6,0
5,1
12,0
38,0
185,0
113,0
4,0
55,0
61,0
2,0
30,0
1,0
4,0
2,0
3,0
301,0
11,0
97,0
17,0
7,0
28,0
2,0
96,0
82,0
4,0
14,0
15,0
10,0
93,0
4,0
24,0
187,1
122,0
97,0
16,0
2,0
21,0
14,0
5,0
18,0
367,0
62,0
22,0
3,0
3,0
3,0
32,0
6,0
25,0
37,0
53,0
8,1
37,0
9,0
96,0
148,0
350,0
42,0
328,0
154,0
2,0
6,0
20,0
18,0
92,0
10,0
118,0
69,0
2,0
91,0
121,0
84,0
33,0
42,0
111,0
151,0
291,0
22,0
59,0
195,0
15,0
130,0
26,1
138,0
31,0
37,0
3,0
4,0
2,0
9,0
94,0
4,0
3,0
4,0
6,1
3,0
3,0
50,0
4,0
33,1
136,0
3,0
7,0
132,0
6,0
3,0
97,0
126,0
65,0
8,0
12,1
2,0
238,0
19,0
14,0
4,1
2,0
2,0
4,0
3,0
2,0
9,0
11,0
39,0
14,0
384,0
384,0
2,0
21,0
17,0
59,0
53,0
14,0
245,0
21,0
103,0
11,0
80,0
127,0
9,0
10,0
348,0
157,0
182,0
4,0
23,0
29,0
4,1
89,0
129,0
4,0
34,0
2,0
2,0
4,0
502,0
14,0
2,0
2,0
31,0
6,0
8,0
31,0
2,0
28,0
319,0
6,0
66,0
1,0
23,0
68,0
18,0
7,0
91,0
9,0
53,0
61,0
6,0
2,0
70,0
2,0
161,0
38,0
325,0
45,0
91,0
63,1
9,0
5,0
30,0
8,1
6,0
6,1
13,0
10,0
3,0
16,0
131,0
71,0
10,0
71,0
66,0
10,0
516,0
17,0
83,0
550,0
1,1
170,0
35,0
52,0
4,0
107,0
6,0
359,0
133,0
149,0
8,0
19,0
20,1
41,0
54,0
4,0
243,0
293,0
3,1
42,0
8,0
369,0
167,0
15,0
150,0
6,0
32,0
86,0
17,0
5,0
8,0
7,1
45,1
8,0
5,0
2,0
3,0
16,0
9,0
7,0
8,0
84,0
7,1
5,0
16,0
5,0
2,0
35,0
42,0
499,0
84,0
135,0
6,0
2,0
11,0
14,0
2,1
4,0
45,0
8,0
82,0
67,0
102,0
66,0
97,0
18,0
5,0
7,0
3,0
2,0
247,0
34,0
20,0
3,0
5,0
31,0
82,0
2,0
30,0
6,0
39,0
147,0
86,0
2,0
46,0
16,0
4,0
4,0
9,0
4,0
272,0
24,0
68,1
7,1
60,0
96,1
9,0
63,0
2,0
4,0
18,0
35,0
107,0
4,0
19,0
7,0
18,0
34,0
149,0
81,0
26,0
1,1
65,1
206,0
155,0
8,0
179,0
110,0
180,0
3,0
10,0
4,0
66,0
131,0
